Year,DonorName,Principal,Significant,Principal.share,Significant.share,min.maj.share
2015,Spain,0.22068643,6.146778263,0.0346584458085192,0.965341554191481,1
2015,Sweden,2.474659,27.03353376,0.0838634551470918,0.916136544852908,1
2015,Switzerland,1.7431349,13.55857883,0.113917625878889,0.886082374121111,1
2015,UNDP,0.03246909,0.597036586,0.0515787088788696,0.94842129112113,1
2015,UNFPA,0,5.92262229022,0,1,1
2015,UNICEF,0,2.234012933,0,1,1
2015,United Arab Emirates,0.165428,0,1,0,1
2015,United Kingdom,1.644018819,41.672300029,0.0379537980770937,0.962046201922906,1
2015,United States,5.33801045,117.92811899415,0.0433047624199036,0.956695237580096,1
2015,World Health Organisation,3.003653641,0,1,0,1
2016,Australia,10.57064538,20.17666085,0.343790942235007,0.656209057764993,1
2016,Austria,0.57343869,0.3654544,0.610760368893545,0.389239631106455,1
2016,Belgium,7.22026182,24.1017389,0.230517261159172,0.769482738840828,1
2016,Bill & Melinda Gates Foundation,0,0.414343,0,1,1
2016,Canada,6.34206482,86.548936207,0.0682742649974952,0.931725735002505,1
2016,Charity Projects Ltd (Comic Relief),1.835302,1.6282533,0.529889619490123,0.470110380509877,1
2016,Czech Republic,0.30334744,0.3829325,0.442017057937028,0.557982942062972,1
2016,Denmark,1.443967,3.3622753008,0.300435747852257,0.699564252147743,1
2016,Dutch Postcode Lottery,0,2.05146,0,1,1
2016,EU Institutions,17.63805109,59.98178929,0.227236374149318,0.772763625850682,1
2016,Estonia,0,0.05273837,0,1,1
2016,Finland,7.118964352,26.23603341,0.213430215249792,0.786569784750208,1
2016,France,0.891884,1.141521,0.438616015992879,0.561383984007121,1
2016,Germany,8.8294026899,34.77577064,0.202485210254759,0.797514789745241,1
2016,Global Fund,0,0.0693073,0,1,1
2016,H&M Foundation,0.2536025,0,1,0,1
2016,Iceland,0,0.4197544,0,1,1
2016,Inter-American Development Bank,0,3.712167,0,1,1
2016,International Development Association,0,0,,,
2016,International Labour Organisation,0.12734349,0.132882344,0.489357601597695,0.510642398402305,1
2016,Ireland,0.705762,1.7617975,0.286016203459329,0.713983796540671,1
2016,Italy,0.66133987,7.93883375,0.0768984324295537,0.923101567570446,1
2016,Japan,1.0497416,0.4640436,0.693454791340277,0.306545208659723,1
2016,Korea,1.3401665,0.34894186,0.793416533679343,0.206583466320657,1
2016,Kuwait,0,0,,,
2016,Lithuania,0.0470223,0.0132993,0.779526736691334,0.220473263308666,1
2016,Luxembourg,0,0.2299898,0,1,1
2016,Netherlands,0.0303134,0.07115492,0.298747431710705,0.701252568289295,1
2016,New Zealand,0.7831377,1.580381,0.331343983019893,0.668656016980107,1
2016,Norway,7.81685092,33.92716095,0.187256820076216,0.812743179923784,1
2016,OPEC Fund for International Development,0.5396343,1.7277555,0.237998027511635,0.762001972488365,1
2016,Poland,0.2781162,0,1,0,1
2016,Portugal,0,0.0745274,0,1,1
2016,Romania,0.0421367,0,1,0,1
2016,Slovak Republic,0,0.368838294,0,1,1
2016,Slovenia,0.2939982,0.07214683,0.80295559385307,0.19704440614693,1
2016,Spain,1.70710215,8.116476971,0.173775986223871,0.826224013776129,1
2016,Sweden,3.692837,80.93567235,0.0436358507122872,0.956364149287713,1
2016,Switzerland,1.7095051,12.52045088,0.120134250759643,0.879865749240357,1
2016,UNDP,0.018514,0.410799699,0.0431246429897873,0.956875357010213,1
2016,UNICEF,0,1.99625106,0,1,1
2016,United Kingdom,2.94340571,23.12453539,0.112912857164619,0.887087142835381,1
2016,United States,6.79365497,146.0621039696,0.0444448741554086,0.955555125844591,1
2016,World Diabetes Foundation,1.4378527,0.7152072,0.667818252525162,0.332181747474838,1
2016,World Health Organisation,2.736936208,0,1,0,1
2017,Asian Development Bank,0,15.669059,0,1,1
2017,Australia,6.1277197388,58.8987055866,0.0942343010266389,0.905765698973361,1
2017,Austria,2.11846217,4.701368623,0.310632658536694,0.689367341463306,1
2017,Belgium,2.7505605,3.519,0.438716637314529,0.561283362685471,1
2017,Bill & Melinda Gates Foundation,0,1.234024,0,1,1
2017,Canada,6.912139,155.884881639,0.0424586332899026,0.957541366710097,1
2017,Central Emergency Response Fund,0,2.125504,0,1,1
2017,Charity Projects Ltd (Comic Relief),1.03347911,4.21728676,0.196824451058603,0.803175548941397,1
2017,Croatia,0,0.00226487,0,1,1
2017,Czech Republic,0.69322029,0.44051767,0.611446660919777,0.388553339080223,1
2017,Denmark,0.302948,5.012338616,0.0569956094348836,0.943004390565116,1
2017,EU Institutions,19.09438555,87.852752678,0.178540406656724,0.821459593343276,1
2017,Estonia,0,0.1747265,0,1,1
2017,Finland,8.741977312,25.15966078,0.257862976658432,0.742137023341568,1
2017,Ford Foundation,0.755,4.1875,0.152756702073849,0.847243297926151,1
2017,France,0.394544,1.602319,0.197581907221477,0.802418092778523,1
2017,Germany,8.40449089,31.04794341,0.213028449045538,0.786971550954462,1
2017,Grameen Crédit Agricole Foundation,0,0.517698,0,1,1
2017,H&M Foundation,0.3660927,0,1,0,1
2017,Iceland,0.430333,0.496146,0.464482195494987,0.535517804505013,1
2017,Inter-American Development Bank,0.080221,1.476534,0.0515309088456437,0.948469091154356,1
2017,International Development Association,0,0,,,
2017,International Labour Organisation,0.06898,0.27875,0.198372300347971,0.801627699652029,1
2017,Ireland,0.11706139,2.84523449,0.0395171160282612,0.960482883971739,1
2017,Islamic Development Bank,0,0,,,
2017,Italy,5.90682399,28.03088084,0.174049011846509,0.825950988153491,1
2017,Japan,1.4849251,0.2951584,0.834188452395632,0.165811547604368,1
2017,Korea,1.360574,2.23718,0.378173160254981,0.621826839745019,1
2017,Lithuania,0.07029646,0.0224665,0.757807426584921,0.242192573415079,1
2017,Luxembourg,0,0.6323518,0,1,1
2017,Netherlands,0.4002935,2.6770206,0.130078856753687,0.869921143246313,1
2017,New Zealand,0.638056,1.421771,0.309761936317953,0.690238063682047,1
2017,Norway,9.01591704,35.673057182,0.201748131322324,0.798251868677676,1
2017,OPEC Fund for International Development,0.05,0.49753,0.0913191971216189,0.908680802878381,1
2017,Oak Foundation,0.4123202,3.49508,0.10552289985551,0.89447710014449,1
2017,Poland,0.2664569,0,1,0,1
2017,Portugal,0,0.056767,0,1,1
2017,Slovak Republic,0.00623,0.35322,0.017332035053554,0.982667964946446,1
2017,Slovenia,0.0732725,0.0676361,0.52000019871037,0.47999980128963,1
2017,Spain,2.32064821,3.84242288,0.376540879719108,0.623459120280892,1
2017,Sweden,3.58691131,81.6225423,0.0420952272082055,0.957904772791794,1
2017,Swedish Postcode Lottery,0,1.404,0,1,1
2017,Switzerland,0,16.248283776,0,1,1
2017,UNDP,0.0334712,1.22880312,0.0265165815937696,0.973483418406231,1
2017,UNICEF,0,1.372,0,1,1
2017,United Arab Emirates,0.302,0.078,0.794736842105263,0.205263157894737,1
2017,United Kingdom,4.955463,16.4794072,0.231186984281342,0.768813015718658,1
2017,United States,12.35727,169.81005,0.0678347246915638,0.932165275308436,1
2017,Wellcome Trust,0,0.2986704,0,1,1
2017,World Diabetes Foundation,0.8113374,0.15,0.843967372953554,0.156032627046446,1
2017,World Health Organisation,2.535361095,0,1,0,1
2018,Arcus Foundation,0,0.0244509,0,1,1
2018,Asian Development Bank,0.201414,3.6544526,0.0522357282796039,0.947764271720396,1
2018,Australia,6.2395896899,81.89677742,0.0707947229333796,0.92920527706662,1
2018,Austria,3.88142032,2.56135552,0.60244534597994,0.39755465402006,1
2018,Belgium,8.8240083,22.5981694,0.280821029791325,0.719178970208675,1
2018,Bill & Melinda Gates Foundation,0.0978035,5.256635,0.0182658741901695,0.98173412580983,1
2018,Canada,0.5827682,2.0150316,0.224331451561433,0.775668548438567,1
2018,Carnegie Corporation of New York,0,0.0978035,0,1,1
2018,Charity Projects Ltd (Comic Relief),0.3917396,1.31608456,0.229379352497274,0.770620647502727,1
2018,Croatia,0.00377797,0,1,0,1
2018,Czech Republic,0.306714,0.6250346,0.32918106879903,0.67081893120097,1
2018,Denmark,0,4.827358,0,1,1
2018,Development Bank of Latin America,0,0,,,
2018,EU Institutions,15.468440138,47.369955666,0.24616223791339,0.75383776208661,1
2018,Estonia,0.0543708,0.11309122,0.324675409982514,0.675324590017486,1
2018,Finland,5.8896162626,29.55513938,0.166163263247933,0.833836736752067,1
2018,Ford Foundation,0.6634337,3.8857431,0.145835989491549,0.854164010508451,1
2018,France,5.490541,0.96405453,0.850640597769571,0.149359402230429,1
2018,Germany,10.24942034,49.7668974,0.1707772273601,0.8292227726399,1
2018,Grameen Crédit Agricole Foundation,0,0.600764,0,1,1
2018,Iceland,0,2.0223253,0,1,1
2018,Inter-American Development Bank,0.208052,0.1116871,0.650693018151362,0.349306981848638,1
2018,International Development Association,0,0,,,
2018,International Labour Organisation,0.03385914,0.986853944,0.0331720446526577,0.966827955347342,1
2018,Ireland,0.9216195,3.1589061,0.22585803652353,0.77414196347647,1
2018,Islamic Development Bank,0,0,,,
2018,Italy,5.810451758,17.876569057,0.245301078737622,0.754698921262378,1
2018,Japan,1.435827,4.6725965,0.235056884972039,0.764943115027961,1
2018,Korea,1.350648,4.9848751,0.21318650073267,0.78681349926733,1
2018,Kuwait,0,0,,,
2018,Lithuania,0.11436729,0,1,0,1
2018,Luxembourg,0,0.7093974,0,1,1
2018,MasterCard Foundation,0.0734434,0,1,0,1
2018,Netherlands,1.1748562,32.4062161,0.0349856666131534,0.965014333386847,1
2018,New Zealand,0.5756893,1.168636,0.330035515737804,0.669964484262196,1
2018,Norway,9.19020494,44.488233343,0.17120850073074,0.82879149926926,1
2018,OPEC Fund for International Development,0.81525,0.5823304,0.583329588766414,0.416670411233586,1
2018,Oak Foundation,0.5462484,4.0492844,0.118865085676246,0.881134914323754,1
2018,Poland,0.4976179,0.520627,0.488701588389984,0.511298411610016,1
2018,Portugal,0,0.03297184,0,1,1
2018,Rockefeller Foundation,0,0,,,
2018,Saudi Arabia,0,0.200797,0,1,1
2018,Slovak Republic,0.01088141,0.22812664,0.0455273786803415,0.954472621319658,1
2018,Slovenia,0.1260821,0.1766788,0.416441158683304,0.583558841316696,1
2018,Spain,2.93482429,3.356518544,0.466486148893281,0.533513851106719,1
2018,Sweden,4.437084,151.73934432,0.0284107150338243,0.971589284966176,1
2018,Switzerland,4.620412,14.92106818,0.236441249968814,0.763558750031186,1
2018,UNDP,0.00819566,1.123093405,0.00724453214793515,0.992755467852065,1
2018,UNICEF,0.160294,2.0022917696,0.0741214532405106,0.925878546759489,1
2018,United Arab Emirates,0.558426294,0,1,0,1
2018,United Kingdom,7.6501857,226.6638343302,0.0326492870508303,0.96735071294917,1
2018,United States,16.55955275,201.546337939,0.0759243718621634,0.924075628137837,1
2018,Wellcome Trust,0.4637584,0.02780266,0.943440068259272,0.0565599317407282,1
2018,World Diabetes Foundation,0.590795,0,1,0,1
2018,World Health Organisation,2.6935920714,0,1,0,1
